merchandise_id,merchandise_name,merchandise_description,merchandise_price,merchandise_quantity,category_id,manufacturer_id
1549,including,Customer already travel walk long another.,297.53,20,87,146
1550,simple,Society speak couple part buy pull.,150.6,17,156,28
1551,magazine,Threat wrong there money.,517.46,22,18,59
1552,career,Say rate power.,265.57,80,7,72
1553,specific,Card animal personal area soldier design another.,812.94,69,136,35
1554,model,Throughout doctor bank personal the because you.,402.87,68,176,65
1555,join,Billion and receive help reflect Republican.,558.95,59,5,14
1556,no,Yourself rest yeah.,400.71,2,67,99
1557,discover,Her onto success I control month brother clear.,76.73,86,77,56
1558,various,Across data after growth strong.,198.48,51,127,90
1559,whose,Item recognize whom represent operation.,798.08,90,198,60
1560,up,Maintain center anything structure.,64.46,41,116,179
1561,until,Discussion someone conference man build a.,474.75,69,98,30
1562,read,When size gun local.,774.98,40,163,19
1563,on,Meet by customer system. Year special more show.,694.66,92,66,10
1564,matter,Drug human others heart off Republican.,896.72,46,162,119
1565,draw,Like often beat difficult somebody several.,736.49,91,162,196
1566,on,Describe modern sometimes image want instead.,535.26,21,188,68
1567,be,Most spend plan their score.,282.43,85,109,132
1568,them,Least rise education fast hundred speak natural.,744.41,81,48,147
1569,station,Even a first nearly technology painting.,87.87,42,118,200
1570,move,Million beyond owner company environmental.,114.82,73,120,89
1571,save,Bag name town work hot.,269.81,8,102,76
1572,statement,Major suggest so treatment. Fast real matter car.,638.83,90,88,126
1573,develop,Art chair inside best.,458.08,58,178,36
1574,challenge,Generation air price between throughout your.,273.83,70,21,54
1575,guess,Make alone size once body base nature.,985.63,92,171,78
1576,writer,Again year military. Like indeed star machine.,581.81,3,149,131
1577,eight,Writer simple debate seek.,543.14,88,45,137
1578,small,Relate finally share specific member.,111.49,0,88,91
1579,should,Above send space risk notice summer.,786.28,47,50,134
1580,team,Just half study adult.,948.11,100,138,183
1581,effort,Office five join herself miss his fish.,576.89,9,5,7
1582,political,Example song especially test.,670.65,8,165,18
1583,per,Behind where career water including task prevent.,516.94,11,177,166
1584,station,Language again consider describe low keep among.,392.95,61,38,95
1585,various,Congress somebody nothing follow situation dog.,901.23,93,127,94
1586,good,Read sport learn do religious safe fund final.,23.14,44,33,123
1587,quite,Plan exist single long about newspaper build.,739.8,49,23,108
1588,bit,Idea simple speech Mr.,443.92,28,42,33
1589,international,Fact poor little often seat age.,987.55,74,135,54
1590,main,Surface according low.,893.54,71,1,118
1591,television,Want cup hit answer behavior could thing.,272.54,34,165,47
1592,your,Late international old recent.,206.3,78,117,141
1593,capital,Weight past start field information eye upon.,819.24,23,109,83
1594,view,Win read report mind and seat.,936.04,35,127,18
1595,factor,Unit cover voice seek though shoulder very.,527.66,71,159,116
1596,program,Enjoy order president toward.,267.69,66,54,78
1597,interview,Available model change old spend.,11.66,13,199,56
1598,know,Product beautiful maybe beyond.,846.67,91,129,86
1599,play,Wall put or.,688.24,12,191,117
1600,song,Red you report but girl wish.,493.79,30,20,82
1601,third,Phone bit everything evidence inside.,708.27,1,86,80
1602,agree,Worry rate set. Pay major pass dark usually.,718.48,47,196,150
1603,recent,Though capital change catch audience early.,826.5,4,145,146
1604,call,Cultural some list away.,998.63,66,33,95
1605,certainly,Local PM international future.,282.82,64,121,192
1606,get,Fly without live describe at. Dream enjoy onto.,480.41,2,182,166
1607,water,Anyone program practice worry ability nation.,320.78,55,145,31
1608,blue,Interview student everybody shake four car hard.,267.26,34,145,45
1609,size,Environment add similar let make we whatever.,654.0,74,137,113
1610,difference,Old ability behavior area seven economy might.,229.26,55,113,129
1611,north,You seek writer system role ready base develop.,590.61,60,86,160
1612,girl,Participant red outside.,978.74,48,76,111
1613,be,Morning discuss white. Agency street at truth.,334.65,79,189,20
1614,note,Type control find two research part.,401.34,51,142,69
1615,thank,Material give itself.,936.1,79,119,36
1616,arm,Alone husband we attorney team style green air.,434.8,54,32,74
1617,example,Kitchen thousand with affect.,670.63,41,137,123
1618,charge,Among carry reach citizen.,78.93,71,191,95
1619,upon,Position note model political glass true fly.,281.18,97,15,47
1620,source,Within my ask share fall choose.,305.81,36,133,129
1621,bar,Pay hair make together charge commercial thing.,148.36,5,19,87
1622,care,Mean your evening laugh.,827.3,33,28,184
1623,arm,Miss street later some.,896.4,51,192,45
1624,sister,Size pretty me mention focus million.,481.23,37,136,63
1625,across,Attack view news color body participant.,644.23,30,170,72
1626,hand,Mention anything coach break movie I general.,236.4,32,151,88
1627,win,Game number we wonder majority near.,84.04,44,10,159
1628,former,Thought water matter easy woman agency.,538.08,21,92,194
1629,detail,Structure arm city down.,442.75,68,16,9
1630,simply,Human sit ask main usually as enter.,553.2,2,22,6
1631,term,Talk hold amount project will eight.,462.74,46,80,86
1632,section,Mind situation likely happy expect.,287.14,29,101,110
1633,day,Several catch hour.,673.27,51,92,124
1634,design,Meet manager second ever hotel option.,134.94,96,59,110
1635,soldier,Campaign morning mother modern my. Buy ahead my.,833.67,57,122,55
1636,age,General several office story.,48.82,27,52,67
1637,wear,Beat yes during these professor.,388.7,27,115,159
1638,growth,Process others another pull current stage moment.,527.49,14,99,198
1639,include,Fish task stock analysis spring trouble.,120.76,42,154,166
1640,for,Put close think unit pay important civil.,611.9,2,113,120
1641,staff,True world feel investment tax technology.,900.21,96,30,51
1642,raise,Theory player sound. Week discussion a else.,657.29,35,156,129
1643,service,Significant smile surface interest.,307.53,36,95,154
1644,themselves,Past which difference partner.,776.96,73,82,109
1645,five,Chair memory old today.,417.24,27,116,47
1646,option,Car girl lead similar save look.,32.31,58,102,178
1647,that,Attorney south performance stop point.,947.41,54,19,1
1648,trial,Place true compare approach east fear.,65.81,93,25,197
1649,way,Government long husband concern.,91.9,26,188,11
1650,industry,Vote machine board realize drive share dinner.,877.23,99,157,198
1651,major,Which describe smile four.,552.42,70,99,104
1652,truth,Street require ten local science window.,145.68,38,9,106
1653,look,Seven performance long use.,987.78,40,58,134
1654,sing,Agency finish call.,670.23,70,101,3
1655,general,Military thank thing now onto item front.,526.39,54,90,129
1656,support,Avoid myself concern amount.,576.27,90,132,11
1657,outside,Business kitchen artist put hand sign rather.,720.16,15,22,128
1658,but,Return tree study decide. Mrs where where rule.,696.65,71,115,122
1659,old,Technology site stand serious strong good set.,144.92,36,186,30
1660,cause,Couple surface risk group.,821.73,99,147,151
1661,find,Recently party hundred meeting answer.,873.17,88,167,64
1662,return,Catch whatever place do kitchen technology.,554.33,14,189,113
1663,common,Thing interesting everybody certain fly hundred.,881.54,1,124,93
1664,family,Laugh short beat price new event than.,67.82,9,68,180
1665,participant,Now stand structure set again loss future treat.,29.79,29,36,106
1666,however,Officer unit wrong no president face pretty.,819.07,40,125,34
1667,little,Alone lay still dark step teach field sense.,500.57,40,144,129
1668,your,Door glass fact modern cause result.,918.86,87,93,112
1669,most,Back phone turn his rock book oil eight.,845.37,3,56,59
1670,somebody,Partner likely various travel west future.,129.94,50,68,160
1671,time,Own part argue child husband matter case.,104.32,28,117,107
1672,everybody,Role knowledge financial concern local.,547.62,37,177,44
1673,remain,Style shake move over site middle would.,455.76,62,86,130
1674,me,Good Mr exist cover little win president.,637.26,30,107,38
1675,surface,Section campaign throw feel.,978.17,32,197,157
1676,red,Rise charge project himself support.,624.05,38,48,108
1677,herself,Art time while television.,789.64,79,188,126
1678,him,Sell per owner item.,214.21,87,164,47
1679,me,Coach social single.,285.71,74,5,136
1680,traditional,Development truth natural term until game.,996.48,61,20,90
1681,along,Money treat baby bring.,811.46,32,62,97
1682,let,Apply center in night suddenly thank.,112.37,42,96,39
1683,cause,Little the increase cut.,434.17,74,29,127
1684,decade,Glass he husband little when least bill.,719.6,74,66,102
1685,friend,Collection left cut run something need much.,319.23,18,132,98
1686,investment,Degree white population.,61.75,30,132,35
1687,allow,Treat activity hold book accept store.,628.15,30,151,88
1688,push,Several run phone establish him.,419.79,96,188,147
1689,report,Meeting put stop under economy trade.,123.98,23,57,27
1690,note,Town west again Mr impact.,579.82,22,59,99
1691,ok,From contain cold child say.,552.25,38,151,81
1692,attention,Memory thought billion pay parent sort star.,769.76,73,161,23
1693,stuff,Suddenly store agreement no hit me.,381.55,77,93,151
1694,machine,Lay candidate goal box. Plan official consumer.,612.1,29,36,80
1695,although,Cultural adult them nation production really so.,825.37,2,151,7
1696,someone,Stop heart yourself find population can.,791.32,62,23,124
1697,among,Soldier measure beyond else smile traditional.,248.12,97,49,141
1698,bill,Push job research clearly already.,561.79,100,18,148
1699,pressure,Break budget life east. Political energy course.,266.02,13,123,166
1700,your,Floor place course significant.,515.06,97,192,96
1701,firm,Republican officer not history painting.,626.86,36,166,45
1702,new,Scientist site live work.,522.93,42,45,112
1703,yet,Finish option yeah fire set free.,538.85,25,94,93
1704,fine,Hear without design cold color friend career.,519.37,40,121,97
1705,machine,Water most officer maintain.,424.47,83,167,75
1706,open,Far police boy everything.,312.81,10,157,4
1707,surface,Never parent charge career.,396.83,40,148,9
1708,vote,Agreement deal technology meet lay front.,946.06,48,28,73
1709,small,School green its radio.,497.81,17,12,90
1710,serve,Feeling lot TV painting respond.,180.95,82,89,8
1711,make,Dark school sense art religious.,848.49,99,90,18
1712,realize,Always rest show fire life similar.,589.31,22,132,49
1713,space,Art may impact dark court thought no.,412.08,5,133,45
1714,though,Far should gas owner him responsibility number.,804.26,76,122,106
1715,tonight,Former difference them.,644.74,13,186,91
1716,the,Ready occur adult group.,977.67,26,130,101
1717,nice,Staff tonight yes hit tonight.,407.82,61,137,85
1718,coach,Study against improve especially fine.,492.35,12,108,167
1719,party,Six challenge war management region else want.,174.66,56,95,187
1720,likely,Fight ground world most degree collection use.,169.32,19,190,44
1721,new,Deal feel whom like.,150.11,34,185,34
1722,dinner,Line here stock human data.,492.55,60,141,120
1723,everything,Assume could by million check. For perform day.,571.12,14,132,130
1724,general,Worry step order look and popular hit.,479.46,14,172,77
1725,role,Ability pretty our individual similar fall alone.,599.94,100,176,199
1726,peace,Health series major trade above candidate.,452.24,2,116,196
1727,ask,Why senior operation bank according owner would.,261.17,83,1,107
1728,draw,Him everybody president environmental.,483.0,75,143,81
1729,expect,Area professor face carry. Room always because.,199.23,54,10,62
1730,charge,Include cup let enjoy.,62.68,47,117,131
1731,kind,Special or meet know.,220.21,65,16,111
1732,would,Job all allow how though follow choice seem.,641.26,40,148,123
1733,authority,Relationship party tough subject number two.,454.45,4,50,95
1734,loss,Figure music serve father purpose by system.,191.44,45,93,96
1735,discover,Ability performance minute soon.,21.86,9,83,137
1736,south,Poor against though education matter name yes.,980.27,87,109,48
1737,own,Play kind magazine.,10.59,40,92,99
1738,computer,Positive attorney land hospital.,738.41,52,175,33
1739,huge,Stop half production southern.,691.12,5,182,120
1740,about,Artist learn nation similar keep.,296.2,94,173,72
1741,American,Law raise free time professional.,892.76,96,193,96
1742,alone,Successful car deal company oil.,341.99,36,186,3
1743,sing,Large industry us goal example establish.,796.87,8,33,111
1744,but,Small try radio beyond finally.,989.2,10,148,156
1745,much,We campaign state. Maybe network early dog.,788.67,57,43,88
1746,Republican,Provide interesting indeed above state effort.,649.67,11,198,42
1747,big,Democratic language deal.,16.97,24,159,171
1748,serious,Prove onto power professional.,546.9,90,122,54
1749,test,Hot small security house.,231.66,69,109,37
1750,event,Hair loss structure data effect cultural message.,78.78,37,184,170
1751,commercial,Daughter edge issue world myself run interview.,11.87,16,63,78
1752,fear,Then long parent.,321.31,53,100,191
1753,really,Seek return capital civil live toward.,111.0,47,152,105
1754,find,Reflect keep laugh town reveal.,915.48,11,138,86
1755,open,View impact simple him bar still.,405.32,87,47,67
1756,similar,Two near lawyer myself might cause.,34.57,9,190,73
1757,before,Think particular what hundred.,86.11,36,181,40
1758,set,Street program heavy street they tell.,880.11,14,146,159
1759,guess,Evidence each physical also discuss week effort.,576.89,65,114,62
1760,blood,Easy power over time note impact.,456.9,45,99,164
1761,likely,Scene quality painting.,187.4,69,23,21
1762,fall,Firm dog condition catch reflect my thousand.,556.88,51,53,107
1763,upon,Another save stop learn public office after.,856.5,68,46,108
1764,involve,Day tonight force increase marriage Mr ten.,346.98,18,138,84
1765,tax,Music me model culture executive trip series.,39.14,44,46,17
1766,magazine,Go reflect responsibility can certainly.,319.69,57,192,61
1767,natural,Indicate better baby green stay.,583.58,69,134,198
1768,bank,So issue event baby article child yard.,958.61,96,21,96
1769,you,That state maintain only. Leave line number.,114.51,78,165,200
1770,run,Protect trip card change far.,193.04,5,87,103
1771,once,If quickly both door beautiful.,140.99,72,104,155
1772,Democrat,Both draw there remember.,647.35,100,6,116
1773,rich,Weight until her close there rule maintain.,78.01,61,96,33
1774,message,Type pressure whole herself economy decade a.,238.56,45,60,37
1775,put,Surface there consider stop.,192.01,20,132,138
1776,near,Training realize sit agent center girl.,502.28,84,70,66
1777,well,Change federal allow mind here food ten.,405.77,8,63,162
1778,identify,Lead like offer read food usually political.,115.56,86,137,146
1779,gas,Green board return recent perform on hundred.,616.74,10,91,94
1780,six,Single interesting knowledge look final.,223.71,4,194,15
1781,always,Add affect until seat several produce.,765.88,46,100,168
1782,order,Seat black office individual indicate final.,480.35,51,12,29
1783,others,Meeting clear close world girl page statement.,552.27,45,24,58
1784,most,Power risk truth decade culture civil.,168.85,89,132,35
1785,sport,Industry animal at sit. When student cup on.,191.12,43,78,151
1786,financial,Nothing actually hour sport.,736.95,72,133,112
1787,kind,Never firm commercial cold rule.,631.34,7,60,198
1788,green,List general interest.,42.35,18,156,198
1789,government,Ask tonight week certain me. Line easy soldier.,852.54,43,50,66
1790,the,Still city admit save sport result bar material.,578.58,45,10,96
1791,body,Against long site particular blood address.,422.31,46,161,108
1792,cell,Himself occur animal brother change continue.,635.27,33,146,23
1793,forget,Realize project discover far light.,783.6,48,27,17
1794,head,Keep cut serve plan whole build.,370.97,59,114,8
1795,military,Today research maintain part cut week center.,494.93,35,55,59
1796,power,Positive government against let modern.,468.41,5,97,119
1797,live,Note occur from. Off each medical.,213.42,10,178,4
1798,clearly,Cover become charge sense anything song.,911.19,76,22,59
1799,language,Or thought heavy agreement.,77.84,58,131,165
1800,tree,Nearly wall kitchen rich common follow recognize.,248.3,75,175,90
1801,so,Forward pattern service mind because.,564.42,12,58,58
1802,remain,Sit clear rise best water second.,479.94,59,128,36
1803,book,Kind ground somebody cold picture much.,991.63,92,123,82
1804,people,Show pick then even before image.,607.89,65,53,104
1805,federal,Environmental example model against.,258.17,0,106,13
1806,color,Others instead return.,508.19,28,193,124
1807,table,Oil other surface look most budget result.,188.57,20,53,65
1808,month,Now to response white organization.,247.67,1,112,17
1809,evening,Recently we tend purpose phone employee choose.,28.12,2,106,36
1810,player,Deep teach foot yeah interest institution.,491.38,98,70,179
1811,great,Tv budget stage support Mrs than marriage draw.,89.39,38,42,172
1812,picture,Animal item issue.,451.5,27,67,30
1813,kitchen,Result me himself sure place per.,167.06,6,51,137
1814,key,Tree car nation movie ok science future.,580.61,76,13,172
1815,senior,Parent learn born well.,215.04,91,92,107
1816,executive,Alone risk will short economy far.,142.17,7,147,178
1817,work,Population center attack individual whole.,497.53,89,108,105
1818,issue,Fine away senior road wide produce time.,788.72,97,68,120
1819,soldier,Order area goal or.,5.29,3,35,192
1820,history,Blue discover picture school most.,934.87,25,158,73
1821,peace,Tough evening quite agree car.,339.72,51,131,179
1822,open,Begin poor record without son.,829.11,70,165,165
1823,blood,Save because ready outside.,542.64,8,12,40
1824,free,Model sort within second day.,427.78,68,119,30
1825,which,Lead hand seat toward.,44.28,29,28,39
1826,sing,Attorney dark whose feeling.,247.56,96,128,99
1827,seek,Eight data pressure production business try.,998.03,45,99,125
1828,set,White hold care actually service.,832.21,78,122,200
1829,ago,His section only authority bed.,386.15,30,11,14
1830,entire,Detail usually region budget.,752.82,75,20,136
1831,stay,Can performance there official why difficult.,687.93,12,41,34
1832,that,Person suggest natural material network.,757.06,48,69,1
1833,social,Institution walk good grow see station cup.,698.84,17,126,36
1834,including,Part wind shake enter.,723.92,97,107,159
1835,business,Data news young PM do arm play million.,626.94,88,65,188
1836,animal,Time him none capital response include.,754.34,87,152,103
1837,including,Million current nearly its national game.,869.57,38,155,41
1838,record,Model bit eye meeting.,704.06,22,129,128
1839,four,Although new during cultural picture rest.,891.15,63,132,96
1840,maybe,Side situation on street expert each standard.,412.1,16,43,154
1841,office,Other go yes world.,993.07,47,74,168
1842,week,Any word student name.,457.1,66,185,163
1843,loss,Hold take hot conference building campaign.,55.72,62,27,190
1844,similar,Nice hit reason someone treat anything age.,454.94,59,6,93
1845,kitchen,Success system program attorney.,354.96,81,175,86
1846,lot,Indicate visit necessary out put let note.,414.97,16,61,36
1847,lay,Fact follow box own plan study only.,507.8,1,108,177
1848,movement,That whose practice production laugh thing.,378.13,9,47,17
1849,young,Fast example capital require.,74.73,15,22,76
1850,appear,Position she media child participant free set.,940.73,83,64,151
1851,side,Investment security its.,113.24,52,79,97
1852,year,One buy want author let.,76.37,14,40,118
1853,identify,List government modern leave.,671.62,99,192,21
1854,make,Wind page court family business run.,43.99,21,191,14
1855,spend,Degree film full home study.,101.99,9,173,200
1856,really,Effect painting share always degree.,857.12,81,140,59
1857,though,For serious for just.,928.05,40,138,110
1858,market,Usually character position.,930.13,77,76,14
1859,deep,Trip not recently recognize lose hold note.,683.72,41,128,145
1860,clearly,Pattern pick now card thought price thing.,835.4,37,110,93
1861,include,Run short direction occur coach.,129.43,41,179,5
1862,environment,Would rest arm camera actually hold which.,784.09,33,89,81
1863,game,Rich forward day past.,858.92,77,47,161
1864,sometimes,Rule story fish cost.,885.06,85,161,164
1865,method,Behind cold want like capital.,492.02,13,59,43
1866,where,Customer great name seven effect.,957.45,85,142,123
1867,security,Authority down hundred month.,767.41,79,6,123
1868,view,Character place economy game.,824.22,71,8,31
1869,resource,Defense yet take treatment can.,106.89,49,35,72
1870,budget,Must capital store suggest.,777.87,34,102,10
1871,current,Break figure product.,210.46,32,91,115
1872,able,Interesting prove but write figure.,360.61,24,130,138
1873,camera,This education meet us every word play.,331.61,18,123,99
1874,have,Yourself example she side plant.,515.0,71,157,160
1875,unit,Growth field range us school at.,551.94,16,32,9
1876,six,Area shoulder accept star there long.,501.82,19,10,27
1877,news,Instead focus gas reflect whether.,23.62,93,83,60
1878,former,Better stop research life night four.,252.65,66,120,83
1879,strong,Republican statement whom why art.,800.28,34,56,159
1880,laugh,Newspaper unit southern him energy day show.,64.7,86,39,166
1881,save,Record run act as.,959.13,5,119,76
1882,school,One yes growth five picture claim.,192.24,90,72,82
1883,suddenly,Reveal character ok culture.,596.44,16,106,157
1884,edge,Mrs old term star direction catch store.,886.06,22,79,194
1885,animal,Available produce senior these bit he eat loss.,772.52,36,84,185
1886,trouble,Challenge strategy past receive treat.,288.99,0,189,178
1887,put,Include employee various international believe.,373.04,4,92,42
1888,sport,Off require these natural.,108.63,0,53,167
1889,own,Travel apply partner seat.,222.69,79,144,53
1890,adult,Social hot become happen term produce movement.,527.86,99,97,199
1891,lawyer,Question today stop difference population.,624.47,20,146,102
1892,thought,Prevent station scientist citizen board free.,285.45,2,194,122
1893,like,Heart too character. Street international from.,869.09,19,182,42
1894,size,Person present sit few.,633.98,56,22,140
1895,successful,Training family policy world pattern.,889.96,20,181,192
1896,term,Agreement human explain almost court.,489.16,70,123,87
1897,rich,Everything seem hear contain service argue check.,651.39,95,21,118
1898,about,Certain song sort fund.,399.87,58,168,83
1899,determine,Building plant help note agree feel.,187.85,53,49,85
1900,relationship,Quite speech break.,455.0,32,26,169
1901,long,Big push understand common.,562.93,71,82,36
1902,child,Bad believe join throughout.,995.65,75,135,165
1903,language,Which eight no rather each staff garden for.,663.76,26,60,11
1904,choose,Story seven receive popular whether.,596.02,46,85,8
1905,heart,Exactly artist free.,729.86,79,167,156
1906,article,About send sign. Eye past draw if.,580.15,24,141,36
1907,analysis,Able discover doctor wonder.,495.74,66,187,25
1908,too,Modern fear that wind. Possible people recently.,819.75,77,34,188
1909,total,Local foot tell. Age court become prove age.,873.47,24,75,19
1910,generation,Some detail reason. Keep south grow.,837.66,79,199,156
1911,blood,These seem charge yard strategy case.,453.44,4,177,163
1912,represent,Approach thing management light.,714.13,84,180,68
1913,include,Agent man among responsibility blue which goal.,602.0,60,178,120
1914,lay,Central seat seek save for.,288.37,82,94,156
1915,off,Republican successful floor leave.,494.42,15,107,162
1916,network,Find most page course alone southern.,298.48,60,47,48
1917,several,Hit side edge cell treatment. Blue fly hotel.,100.55,95,160,113
1918,truth,It imagine training worker.,154.2,59,18,191
1919,return,Process again agency approach interest work push.,413.91,71,126,72
1920,two,Call away somebody wear may according factor.,90.42,63,119,7
1921,eat,Do fly simple economic.,982.39,84,29,143
1922,fine,Also any effort catch.,850.8,81,70,22
1923,manage,Specific personal interview stage between near.,781.7,13,102,191
1924,outside,Protect budget or consider food interest contain.,695.31,40,82,74
1925,country,Bit voice follow total rise.,53.02,3,176,39
1926,art,Human perform risk treat six.,75.68,45,106,155
1927,experience,Finally head crime from plant.,724.52,6,5,75
1928,hit,Management ever cold. Ago artist rich risk.,648.32,74,61,51
1929,money,Particularly property time effort recognize.,11.72,91,80,142
1930,four,Picture whom affect real instead.,948.2,72,161,75
1931,what,Economy suffer station visit really avoid.,386.19,62,39,122
1932,health,Public travel data might week instead.,349.78,88,56,65
1933,office,There interesting lose individual I.,786.03,15,61,7
1934,camera,Economic dream too represent she ago bring.,255.5,1,184,84
1935,you,According never answer most.,706.38,17,105,185
1936,series,Evening western mean. Clearly where put dog.,508.05,76,23,1
1937,nice,City source ok decade east street watch minute.,267.89,2,120,36
1938,result,Ever table audience chair star music six.,952.77,53,36,109
1939,white,Food social consumer party suddenly camera.,325.74,22,153,75
1940,side,Word series school discover walk whatever.,135.62,29,84,114
1941,rock,Difficult whom town police including concern.,866.52,49,147,136
1942,senior,Relationship three lay exist half.,204.17,26,37,15
1943,two,Inside whatever present gun entire.,615.08,27,140,132
1944,to,Former present because.,189.07,87,181,188
1945,drug,Number figure use.,937.58,65,132,88
1946,allow,Professor to reveal.,810.32,90,117,20
1947,guess,Eight society trouble loss building PM Democrat.,287.36,28,104,94
1948,how,All relationship local sound case.,472.91,27,177,158
1949,ahead,Million some bit it shoulder head reflect.,911.98,84,137,79
1950,media,Pm section someone kind.,488.86,55,50,105
1951,find,There decide skin television child.,919.53,73,199,163
1952,travel,Reach all say purpose successful.,956.84,2,4,63
1953,standard,Good art born. See mean tell son father.,295.51,91,187,181
1954,challenge,Third different physical stock hard.,889.71,70,110,101
1955,mean,Parent ready turn they southern.,418.38,34,190,194
1956,hard,How art dark so close worker yourself.,614.87,52,80,117
1957,herself,Describe most fill. Continue contain hour worry.,679.82,24,142,98
1958,mention,Yard try term stock ask.,820.36,14,16,62
1959,tell,Sign Congress them officer.,97.61,74,20,137
1960,cold,Age yourself bring prove sometimes something.,847.66,73,133,20
1961,claim,Staff such similar rich. Later data analysis.,648.97,72,133,76
1962,citizen,Thank environment safe somebody.,727.25,43,188,19
1963,thus,Also idea half time. Behind decision page catch.,827.47,51,10,86
1964,travel,Simply voice economic civil.,286.09,65,75,72
1965,his,Majority eight reason tend put suggest.,911.18,40,150,150
1966,hospital,Choice keep manager away attack Republican.,244.32,73,32,191
1967,activity,Them success threat situation action.,773.56,50,125,63
1968,important,Attorney goal myself hair majority.,455.51,91,36,15
1969,current,Ask second role sense model lose.,4.67,50,105,50
1970,much,Use central arm example.,241.5,2,195,170
1971,authority,Factor few thing artist.,923.05,20,162,141
1972,safe,Newspaper traditional city look participant west.,57.48,58,34,6
1973,impact,Heavy would both. Main reason book travel.,495.18,57,149,18
1974,action,Also president truth memory particular.,25.26,66,53,111
1975,strategy,Company drive charge pass.,79.37,55,193,98
1976,stop,Hair executive film change order.,783.1,81,123,106
1977,apply,Summer this today point. Focus across almost.,536.28,40,94,6
1978,walk,End week town read senior fight door.,682.05,19,107,43
1979,anything,Sure until hand building.,613.81,5,129,197
1980,tax,Type food explain truth.,106.0,11,165,97
1981,rise,Past just heavy quite physical dog.,178.06,9,68,101
1982,arrive,Mr animal idea among the teach act.,456.76,30,152,170
1983,management,Guy certain couple series field.,705.84,43,8,78
1984,attorney,Against door resource to surface think again.,439.63,30,187,190
1985,discover,Painting plan argue memory.,400.04,41,159,84
1986,structure,Change carry tax spend above.,826.23,80,133,180
1987,career,Fact ahead management stay staff strategy its.,439.25,34,118,194
1988,such,Town fly teacher entire place discuss.,920.27,95,200,82
1989,response,Summer beat doctor war easy certainly.,578.27,25,36,168
1990,conference,Even still source.,831.12,4,15,12
1991,ask,Hotel worry serious Mr recent end require.,990.5,24,92,33
1992,rich,Wear authority staff pressure present build in.,30.63,16,128,188
1993,agency,Candidate such hope pattern different scientist.,409.18,3,73,165
1994,at,Past another mother page.,268.47,54,184,17
1995,set,Safe require owner property move.,881.71,12,169,105
1996,majority,News gas trade fact peace TV system.,374.96,3,64,131
1997,clearly,Player choice century reality simply back.,537.45,81,89,113
1998,though,Movie factor child forward.,72.55,79,16,25
1999,fly,Lawyer available sense street respond.,943.63,26,100,181
2000,fine,Around television government draw.,515.98,88,170,157
