club_id,club_name,club_description,club_location,club_membership_fee,club_membership_length,club_membership_count,team_id 
7347,The 76ers Fan Club,player love club support club win passion fan fan love fun fan loyalty community lose fun passion win love fun,Philadelphia,13.86,Quarterly,872,66
7348,The Mavericks Fan Club,community support love team community basketball fun game love game fun game club support love game fan fan fun love,Dallas,12.93,Yearly,975,124
7349,The Hornets Fan Club,win community win community cheer passion game fan fun love support team support team club fun game game lose fun,Charlotte,17.13,Yearly,225,22
7350,The Jazz Fan Club,loyalty club game love fun lose fun win basketball club team passion win love player community team win basketball basketball,Salt Lake City,91.81,Yearly,317,322
7351,The Lakers Fan Club,fan love cheer lose fun basketball game support fun fan basketball fun team passion support fun player player win win,Los Angeles,73.8,Monthly,814,366
7352,The Bulls Fan Club,player game love fun game cheer cheer cheer love basketball fun club team love community loyalty basketball club basketball passion,Chicago,68.09,Quarterly,129,376
7353,The Rockets Fan Club,player player win cheer community support fan player win game lose lose passion support club fan fun game lose support,Houston,32.3,Yearly,345,334
7354,The Suns Fan Club,love passion passion fun team player loyalty cheer player cheer basketball basketball club team team cheer love game basketball community,Phoenix,89.32,Quarterly,872,399
7355,The Warriors Fan Club,community club club cheer basketball fan loyalty team fan loyalty love win fan team community love lose game love team,San Francisco,29.82,Quarterly,714,370
7356,The Spurs Fan Club,win player fun loyalty fun community win team club support passion basketball basketball love team basketball love passion passion team,San Antonio,66.59,Monthly,421,215
7357,The Bulls Fan Club,win passion support win game win team passion team loyalty community support fan support game team win team player club,Chicago,59.95,Yearly,436,317
7358,The Bulls Fan Club,win team team player basketball love passion love cheer game passion cheer fan cheer game game win fun club loyalty,Chicago,37.25,Quarterly,179,167
7359,The Heat Fan Club,lose community community community game fan game lose game lose fun fan game team fan club loyalty player team player,Miami,52.82,Monthly,599,185
7360,The Clippers Fan Club,fun fun fan club basketball fun game fan loyalty game team team love cheer basketball loyalty fun player passion team,Los Angeles,56.93,Yearly,199,86
7361,The Bulls Fan Club,passion basketball basketball basketball community fun club cheer fun game team club support player player cheer passion club club fan,Chicago,41.94,Quarterly,851,103
7362,The Spurs Fan Club,club team game love fan passion support passion basketball game fan lose win player win game team cheer basketball team,San Antonio,83.11,Quarterly,692,119
7363,The Clippers Fan Club,cheer cheer cheer game club love lose support passion win win team love cheer game win cheer love community basketball,Los Angeles,91.64,Monthly,569,195
7364,The Warriors Fan Club,basketball love fan community team community club player lose support fan fan fan lose lose team player win community win,San Francisco,46.27,Yearly,915,208
7365,The Knicks Fan Club,passion community game club team fan game fun game fan lose loyalty support game fan loyalty fan basketball loyalty community,New York,57.95,Monthly,865,278
7366,The Jazz Fan Club,player passion cheer love love support passion loyalty passion support game loyalty community win cheer fun loyalty fun player win,Salt Lake City,60.64,Quarterly,196,396
7367,The Wizards Fan Club,support lose passion love cheer support win passion player player fan fun cheer lose club cheer loyalty loyalty community game,Washington D.C.,65.13,Monthly,587,180
7368,The Mavericks Fan Club,game fan lose basketball player win passion basketball win loyalty win fun club game win passion loyalty fun basketball fan,Dallas,34.81,Yearly,981,196
7369,The Hawks Fan Club,team lose passion game loyalty passion community player fan love team support community loyalty lose fun passion passion support win,Atlanta,26.48,Quarterly,337,98
7370,The Warriors Fan Club,club cheer team fun player love player player love game club club support fan community loyalty game lose team community,San Francisco,14.82,Yearly,355,258
7371,The Raptors Fan Club,fun fun passion support club support win basketball love team fun team fun fun lose fun passion win game loyalty,Toronto,72.24,Quarterly,685,63
7372,The 76ers Fan Club,team lose player win cheer love passion team player game team loyalty game cheer support team club club fun win,Philadelphia,43.6,Monthly,392,255
7373,The Jazz Fan Club,passion passion team cheer fan fan loyalty lose loyalty fan basketball support fun team team club lose game fan game,Salt Lake City,15.9,Monthly,772,327
7374,The Jazz Fan Club,passion win win team player community lose team support team loyalty fan loyalty loyalty fan fan club club fan team,Salt Lake City,86.61,Monthly,389,397
7375,The Wizards Fan Club,team support support love community cheer support passion cheer club passion fan game community cheer win love club loyalty player,Washington D.C.,29.51,Yearly,754,361
7376,The Warriors Fan Club,lose club basketball passion win fan club cheer love support game community passion club basketball cheer player passion team cheer,San Francisco,14.03,Quarterly,1,128
7377,The Knicks Fan Club,club team community fun fun community support club player loyalty team passion love player loyalty team club player team passion,New York,91.36,Quarterly,332,182
7378,The Bulls Fan Club,basketball lose cheer lose love fun game fun lose passion fun fun community game lose game passion basketball cheer win,Chicago,22.19,Quarterly,49,382
7379,The Nuggets Fan Club,fan fan cheer win lose cheer game team team fun cheer loyalty game fan loyalty love team loyalty fun support,Denver,68.93,Yearly,152,46
7380,The Spurs Fan Club,loyalty lose club game passion game lose loyalty club passion support win club cheer win lose team passion win club,San Antonio,87.22,Quarterly,355,1
7381,The Knicks Fan Club,game cheer win fun support support fun team game club support game community win fan fun passion support lose support,New York,13.76,Monthly,952,373
7382,The Nuggets Fan Club,lose passion lose support win love community win game cheer club win love fan fun fun support support love cheer,Denver,80.6,Quarterly,865,214
7383,The Wizards Fan Club,loyalty passion club club win game love love player loyalty player game basketball game love fan basketball passion lose player,Washington D.C.,20.15,Quarterly,738,1
7384,The Mavericks Fan Club,game love game passion loyalty game love passion club club club community win fan fan love lose fan community team,Dallas,71.12,Monthly,719,299
7385,The Hawks Fan Club,game support community community support player lose basketball passion fan cheer win win game loyalty loyalty club love game loyalty,Atlanta,42.53,Quarterly,300,36
7386,The Warriors Fan Club,lose fan fan fan win passion passion game team game basketball club passion support cheer player basketball loyalty club win,San Francisco,28.65,Monthly,553,300
7387,The Rockets Fan Club,loyalty support love fan love cheer love basketball passion fun community lose loyalty fan support player win community love win,Houston,15.47,Quarterly,752,319
7388,The Clippers Fan Club,basketball game team fun love loyalty lose fun fan love community team fan support fun cheer support passion cheer win,Los Angeles,37.3,Monthly,120,315
7389,The Hawks Fan Club,game love fan love support team loyalty lose team game player cheer basketball team lose club passion team fun team,Atlanta,13.96,Yearly,224,60
7390,The Suns Fan Club,player team basketball community player basketball player community love basketball love lose fun club community fun cheer support basketball community,Phoenix,33.37,Quarterly,570,62
7391,The Rockets Fan Club,game game team win game lose cheer loyalty love player community team cheer win game game community passion love game,Houston,25.87,Monthly,370,177
7392,The Spurs Fan Club,fun player game game win cheer basketball fun win club community player fan loyalty lose love fun loyalty love love,San Antonio,61.57,Quarterly,612,102
7393,The Bulls Fan Club,lose passion support love team cheer community player basketball game passion community fan team passion support club loyalty team game,Chicago,79.56,Monthly,282,40
7394,The Mavericks Fan Club,fan fan player win support passion win lose fan game win game fun basketball fun community basketball community fan team,Dallas,28.24,Monthly,93,201
7395,The Knicks Fan Club,basketball game support passion passion community fun cheer fan loyalty team support player loyalty win cheer fan love game club,New York,28.62,Quarterly,355,203
7396,The Bulls Fan Club,loyalty club cheer player fun community cheer lose fun passion fun player win game club passion club love team club,Chicago,71.22,Quarterly,683,241
7397,The Lakers Fan Club,game team love team fun game club loyalty fun passion community community club love cheer club club win club love,Los Angeles,20.59,Quarterly,615,25
7398,The Celtics Fan Club,support game cheer win fan game basketball lose team fan fan game love love basketball support loyalty win fan basketball,Boston,58.68,Quarterly,334,396
7399,The Nets Fan Club,fan cheer win team fan loyalty passion game game support team loyalty support lose cheer club club win game win,Brooklyn,89.95,Yearly,448,353
7400,The 76ers Fan Club,community win club player player game passion community win lose fan fan fan community basketball player love fun community team,Philadelphia,85.47,Yearly,966,293
7401,The Knicks Fan Club,club cheer team support win support fan support basketball win player win love team fan fan player basketball player team,New York,22.18,Quarterly,480,325
7402,The Knicks Fan Club,cheer lose fan team lose fun loyalty love win loyalty cheer basketball fan fun lose passion player game fan loyalty,New York,98.55,Quarterly,844,10
7403,The Bulls Fan Club,team support fan cheer cheer passion loyalty game club game fan passion team game love support lose team lose passion,Chicago,19.51,Yearly,132,267
7404,The 76ers Fan Club,game fun love support fun love basketball cheer love loyalty lose fan basketball basketball lose team lose passion passion club,Philadelphia,11.68,Yearly,633,189
7405,The Rockets Fan Club,cheer cheer team passion club win club club love cheer team team team team team support team love fan support,Houston,58.49,Monthly,583,383
7406,The Hawks Fan Club,club lose cheer basketball fun game support fun lose passion passion player community passion love community win fan loyalty support,Atlanta,55.14,Monthly,942,28
7407,The Rockets Fan Club,game passion basketball love win love loyalty cheer lose fun love club fan cheer love support lose fun win community,Houston,64.8,Yearly,923,33
7408,The Hornets Fan Club,fun passion support passion team team win loyalty player cheer fan support lose support community love fun lose win support,Charlotte,85.1,Monthly,782,14
7409,The Mavericks Fan Club,fan passion win fun game lose win lose love team club fun game passion basketball win player loyalty club fun,Dallas,17.34,Monthly,841,329
7410,The 76ers Fan Club,club team cheer love player basketball game player cheer cheer cheer fan team community passion fun basketball community lose win,Philadelphia,54.46,Yearly,202,106
7411,The Clippers Fan Club,support lose basketball fan fan game support fun passion love team loyalty club passion community lose win basketball win win,Los Angeles,70.96,Monthly,608,16
7412,The Raptors Fan Club,lose community basketball win player passion support basketball fan fun club club win fun love love fun fan cheer cheer,Toronto,27.7,Monthly,888,137
7413,The Lakers Fan Club,win game lose passion game basketball love fun cheer game basketball win support support loyalty game basketball loyalty game loyalty,Los Angeles,57.78,Monthly,857,178
7414,The 76ers Fan Club,love lose fan support team team cheer cheer player basketball fan passion game loyalty fan fan club fan game fun,Philadelphia,52.46,Yearly,605,12
7415,The Warriors Fan Club,community community club team love team fun community cheer basketball win community fan support fan cheer loyalty passion passion love,San Francisco,11.54,Yearly,958,82
7416,The Spurs Fan Club,fan loyalty cheer lose basketball love basketball club fan game fan game player community love love game player lose win,San Antonio,60.34,Quarterly,298,145
7417,The Jazz Fan Club,team win passion loyalty passion team game player team lose club lose fan community fun community game support game passion,Salt Lake City,68.88,Monthly,321,9
7418,The Knicks Fan Club,player fun team team passion game basketball support support game fan win basketball cheer loyalty basketball game love basketball team,New York,30.76,Yearly,667,53
7419,The Celtics Fan Club,community fun lose basketball game community game fun club support fun fan lose fan support win team fun basketball lose,Boston,13.36,Yearly,46,257
7420,The Knicks Fan Club,community cheer club fun win cheer club cheer support fun lose passion support loyalty community basketball support support player love,New York,65.87,Monthly,126,48
7421,The Bucks Fan Club,community fan win fun love community basketball passion love game cheer loyalty cheer support basketball love passion team passion passion,Milwaukee,15.53,Monthly,565,70
7422,The Spurs Fan Club,fan love win passion fun cheer win support fun loyalty love support win cheer love win support game cheer love,San Antonio,61.31,Monthly,421,147
7423,The Lakers Fan Club,passion win game lose cheer team lose support win fan lose win cheer lose community game support win basketball passion,Los Angeles,74.4,Monthly,339,340
7424,The Suns Fan Club,passion love loyalty club fun support win love loyalty cheer passion support lose win community cheer loyalty passion basketball lose,Phoenix,80.02,Monthly,183,185
7425,The Suns Fan Club,team club fun win lose win love club love club player love support loyalty support fan support fun club cheer,Phoenix,42.15,Monthly,523,32
7426,The Jazz Fan Club,support game fan passion support lose fan passion player community team passion loyalty player fan fan love club team love,Salt Lake City,44.52,Quarterly,45,319
7427,The Clippers Fan Club,basketball love support support support team basketball fun cheer cheer team community fan club team win loyalty passion player cheer,Los Angeles,67.7,Yearly,425,373
7428,The Nets Fan Club,passion basketball community support basketball game loyalty basketball basketball cheer club passion win loyalty cheer passion community fun club lose,Brooklyn,47.97,Monthly,419,372
7429,The Suns Fan Club,club cheer win game fan club club cheer passion cheer passion love win community club club player cheer passion team,Phoenix,55.75,Monthly,822,85
7430,The Mavericks Fan Club,basketball basketball community fun club support game support win win fan cheer basketball win player cheer team passion club basketball,Dallas,75.03,Quarterly,520,347
7431,The Bucks Fan Club,passion team game club game cheer fun club basketball club player club passion club player loyalty player community passion cheer,Milwaukee,42.27,Quarterly,732,136
7432,The Raptors Fan Club,club loyalty passion win cheer cheer game team loyalty club team support win team win team passion community support win,Toronto,16.01,Quarterly,514,319
7433,The Jazz Fan Club,support fun game fun club team lose player team game player cheer fun basketball basketball passion love basketball fan player,Salt Lake City,81.87,Monthly,164,216
7434,The Nuggets Fan Club,fan loyalty game club community fan basketball game game loyalty team fan fun fan win community team lose game basketball,Denver,87.71,Yearly,43,48
7435,The Rockets Fan Club,community cheer game lose community win basketball loyalty community team loyalty lose club fun game fun love win love community,Houston,43.79,Yearly,724,380
7436,The Bucks Fan Club,basketball game passion passion fan win lose win player basketball player lose player community cheer fun game fun lose passion,Milwaukee,95.97,Monthly,324,39
7437,The Wizards Fan Club,lose community community passion player cheer team support player passion fun passion win basketball passion team win lose team fan,Washington D.C.,88.07,Monthly,469,306
7438,The Hornets Fan Club,basketball love community community community basketball club win passion cheer game lose community support club community player cheer fun basketball,Charlotte,66.05,Monthly,219,90
7439,The Rockets Fan Club,fun game game team passion loyalty game basketball support support player player passion game win love basketball love loyalty passion,Houston,34.52,Yearly,815,260
7440,The Jazz Fan Club,club passion player game support love basketball game win passion team basketball club team game club loyalty club fan win,Salt Lake City,65.03,Quarterly,730,139
7441,The Nets Fan Club,basketball lose player support game fan loyalty win support player fan player team team player cheer cheer club fun basketball,Brooklyn,71.45,Monthly,602,181
7442,The Mavericks Fan Club,community loyalty passion community fun club team fan community lose loyalty player basketball win win support cheer club lose fun,Dallas,44.83,Monthly,884,351
7443,The Lakers Fan Club,cheer fan cheer support player lose team game fun club team lose win win team passion passion club fun fun,Los Angeles,92.32,Yearly,580,248
7444,The Suns Fan Club,club game win game fan basketball support team cheer win cheer basketball club club game cheer basketball win support fun,Phoenix,94.77,Quarterly,243,272
7445,The Nuggets Fan Club,passion lose love game cheer lose fun fun fun fan player passion player love win love game player passion support,Denver,96.1,Quarterly,509,133
7446,The Heat Fan Club,player loyalty fun club club lose support fan win basketball loyalty basketball player fan passion cheer basketball love fan club,Miami,56.16,Yearly,957,325
7447,The Celtics Fan Club,cheer love game cheer fan loyalty love club lose loyalty loyalty fan fan win fan passion lose team passion loyalty,Boston,23.51,Monthly,620,240
7448,The Hornets Fan Club,love club club passion lose support lose player team cheer fun lose win community cheer support cheer loyalty fun cheer,Charlotte,80.55,Monthly,12,235
7449,The Knicks Fan Club,cheer fun team player cheer passion fun loyalty lose player fan love community loyalty loyalty player love community cheer love,New York,53.28,Monthly,464,29
7450,The 76ers Fan Club,fan fan fan support loyalty win fan passion cheer lose team cheer win lose basketball loyalty community passion love game,Philadelphia,78.03,Yearly,838,77
7451,The Jazz Fan Club,cheer love loyalty support basketball lose win club game club lose cheer love club loyalty lose win game love passion,Salt Lake City,91.01,Monthly,364,106
7452,The Suns Fan Club,fan basketball fan player fun game cheer fan fan fan community support win love fan community support win club passion,Phoenix,20.88,Yearly,348,289
7453,The Suns Fan Club,team lose player loyalty love cheer fan win love lose team cheer win basketball player win cheer fan fan game,Phoenix,51.51,Monthly,121,390
7454,The Raptors Fan Club,fan player club win lose passion loyalty support fun win fan team support player game win fun basketball fan cheer,Toronto,26.19,Quarterly,899,214
7455,The Jazz Fan Club,loyalty game win cheer community cheer player game loyalty basketball club community passion community loyalty win player basketball game basketball,Salt Lake City,25.34,Monthly,3,220
7456,The Suns Fan Club,win win community cheer community team passion cheer win club loyalty cheer fan win fan passion passion game passion fun,Phoenix,32.76,Monthly,356,73
7457,The Heat Fan Club,win fan basketball love player love fun player lose team community basketball love win team passion cheer basketball support community,Miami,78.53,Monthly,930,66
7458,The Knicks Fan Club,community fun cheer basketball lose win team club game basketball club player club team basketball fun win club loyalty passion,New York,55.35,Yearly,996,313
7459,The Warriors Fan Club,game game player player loyalty basketball community love loyalty lose win passion cheer lose loyalty win team player team club,San Francisco,55.65,Yearly,113,390
7460,The Hawks Fan Club,player love team player cheer game player player love loyalty team lose loyalty loyalty lose fun support love lose club,Atlanta,93.61,Quarterly,364,284
7461,The Raptors Fan Club,loyalty community fan love basketball loyalty community basketball game fan win cheer game fun cheer lose basketball win win team,Toronto,28.64,Yearly,185,269
7462,The Lakers Fan Club,game basketball love community fan loyalty fan love club game player fan support lose love passion support love loyalty player,Los Angeles,19.74,Quarterly,680,132
7463,The Jazz Fan Club,cheer basketball cheer cheer community team player basketball community fun fun support support support win fun support player cheer cheer,Salt Lake City,66.52,Monthly,500,146
7464,The Rockets Fan Club,lose win basketball support fun fan passion lose community game game team basketball fan cheer cheer basketball support loyalty game,Houston,72.9,Quarterly,53,304
7465,The Heat Fan Club,game win lose game team basketball game player club win fun community team fun fun support passion win fan team,Miami,48.85,Monthly,430,21
7466,The Warriors Fan Club,cheer basketball lose love player basketball team love team game fan fun passion lose fan player basketball basketball community cheer,San Francisco,28.42,Yearly,571,285
7467,The Rockets Fan Club,support fan support fan cheer fan fun fan community lose fan support cheer cheer love cheer passion club support team,Houston,43.78,Yearly,797,293
7468,The Jazz Fan Club,fun support cheer loyalty player club love player passion fan team club cheer love community club support lose passion love,Salt Lake City,66.88,Yearly,982,12
7469,The Nuggets Fan Club,fan cheer community team game passion support fan passion basketball basketball game basketball player basketball team love lose community team,Denver,46.5,Monthly,824,108
7470,The Bucks Fan Club,lose loyalty game passion loyalty passion loyalty lose passion loyalty love game cheer basketball team loyalty community support team player,Milwaukee,78.38,Quarterly,687,352
7471,The Clippers Fan Club,fun lose passion lose love game cheer loyalty community club community team club community loyalty game support basketball basketball support,Los Angeles,34.32,Quarterly,183,286
7472,The Jazz Fan Club,loyalty team lose fan lose cheer win win community basketball passion basketball cheer fan basketball club win cheer win team,Salt Lake City,57.16,Monthly,979,204
7473,The Lakers Fan Club,club cheer support team player community lose player fun club player fan game fun fun cheer cheer fun support basketball,Los Angeles,52.8,Yearly,366,396
7474,The Raptors Fan Club,fan team club support lose player passion community passion basketball club fun community loyalty cheer lose team club cheer win,Toronto,77.75,Monthly,641,144
7475,The Warriors Fan Club,game club community community passion passion support community lose fan player game game basketball team fan lose passion support win,San Francisco,18.1,Monthly,998,146
7476,The Lakers Fan Club,cheer loyalty passion lose lose game basketball support cheer loyalty passion game fun lose cheer game lose lose win basketball,Los Angeles,97.75,Monthly,940,276
7477,The Hornets Fan Club,team love loyalty game support fan community club win team loyalty club cheer club player community basketball game fan fan,Charlotte,71.15,Quarterly,341,185
7478,The 76ers Fan Club,win player game fan cheer love loyalty club support community cheer win community cheer player fan cheer love game club,Philadelphia,42.41,Yearly,369,358
7479,The Jazz Fan Club,game player game support support team passion community community fun team club loyalty win team loyalty loyalty community cheer lose,Salt Lake City,83.64,Yearly,108,174
7480,The Rockets Fan Club,team love loyalty fan club cheer game team win game club support basketball community player cheer fan passion support game,Houston,47.32,Yearly,938,261
7481,The Bucks Fan Club,loyalty cheer cheer loyalty basketball loyalty game game game win game support win win cheer game player basketball club loyalty,Milwaukee,38.54,Quarterly,283,218
7482,The Celtics Fan Club,cheer team lose win passion club team passion lose win club fun win loyalty loyalty game love game player win,Boston,97.0,Monthly,353,36
7483,The Jazz Fan Club,loyalty cheer club team support love passion game win basketball player lose win lose basketball lose club player team fun,Salt Lake City,89.5,Quarterly,874,351
7484,The Warriors Fan Club,love basketball cheer passion passion loyalty love community player loyalty loyalty passion loyalty cheer team cheer team community club support,San Francisco,53.14,Yearly,120,362
7485,The Suns Fan Club,player love fun love love team team lose loyalty team fun support player lose player win win community game community,Phoenix,28.92,Yearly,711,141
7486,The Nuggets Fan Club,fan fun support basketball game cheer community club support team fun fun win team fan win community lose cheer game,Denver,41.86,Quarterly,670,348
7487,The Nuggets Fan Club,loyalty loyalty player basketball win fun club lose passion community fan lose team passion game win win fun passion lose,Denver,78.96,Monthly,278,32
7488,The Nuggets Fan Club,win fun team support win community team player team loyalty club game team win lose community game loyalty game loyalty,Denver,73.03,Yearly,679,80
7489,The Heat Fan Club,loyalty support love game team cheer fan fun loyalty basketball win win basketball cheer cheer cheer fan fan team fun,Miami,19.36,Yearly,300,126
7490,The Jazz Fan Club,passion community fan loyalty community player support cheer fun love passion game team support loyalty support fan loyalty cheer club,Salt Lake City,56.43,Quarterly,219,335
7491,The Mavericks Fan Club,team support community fun fun team fan support team love loyalty game club cheer loyalty support love game team game,Dallas,85.74,Monthly,153,296
7492,The Lakers Fan Club,fan win support loyalty fan game support basketball passion support community club love cheer fan team game club loyalty support,Los Angeles,55.86,Yearly,843,299
7493,The Knicks Fan Club,support team support loyalty lose win team player love passion win loyalty passion loyalty win fun fun fun game love,New York,74.55,Quarterly,735,14
7494,The Knicks Fan Club,game team support win game community game game player player lose community loyalty fan love loyalty basketball club lose community,New York,91.52,Monthly,572,285
7495,The Nets Fan Club,game loyalty fun community love fan passion game passion loyalty loyalty community cheer passion basketball fan love community cheer player,Brooklyn,32.05,Yearly,513,229
7496,The Raptors Fan Club,win basketball player team support cheer player loyalty basketball fun fan fun lose cheer club lose loyalty team passion club,Toronto,97.04,Quarterly,57,269
7497,The Jazz Fan Club,fan player lose win lose game cheer lose community love basketball fun love cheer player player win community passion passion,Salt Lake City,82.56,Yearly,336,294
7498,The Celtics Fan Club,cheer cheer passion team love loyalty cheer game win win basketball team team passion passion club community community passion passion,Boston,66.34,Quarterly,365,22
7499,The Hawks Fan Club,club community club lose support fun love passion fan loyalty loyalty club loyalty love passion loyalty support club support loyalty,Atlanta,38.38,Quarterly,459,344
7500,The Celtics Fan Club,love fun game win player basketball basketball passion support basketball club club support game lose fan basketball passion club team,Boston,79.75,Monthly,993,314
7501,The Mavericks Fan Club,game game team passion player support loyalty team cheer game game game love win lose club player player cheer support,Dallas,66.11,Monthly,607,144
7502,The Nuggets Fan Club,loyalty fan fan team loyalty loyalty player fun cheer win community loyalty club club fun cheer player game fan cheer,Denver,64.29,Quarterly,793,301
7503,The Mavericks Fan Club,fun player lose love basketball cheer support game fun club fun player basketball player fun cheer support loyalty player community,Dallas,28.52,Quarterly,441,247
7504,The Jazz Fan Club,team community loyalty player fan club game team club team community lose cheer support passion win game game player team,Salt Lake City,21.61,Quarterly,825,201
7505,The Suns Fan Club,basketball fan club support fun support cheer support support fan game basketball player love win club team club fun game,Phoenix,51.73,Quarterly,81,11
7506,The Celtics Fan Club,fan basketball game passion lose player support club support fan lose win love fan lose loyalty win club fun fan,Boston,66.37,Quarterly,458,210
7507,The Spurs Fan Club,team community lose team club cheer basketball fun basketball team loyalty game community passion game club loyalty cheer basketball player,San Antonio,12.74,Yearly,45,311
7508,The Raptors Fan Club,support community club community loyalty community basketball game fan player cheer lose cheer team loyalty community lose loyalty fan loyalty,Toronto,13.94,Monthly,976,381
7509,The Nuggets Fan Club,fan team fun love win passion love fan cheer cheer community win win club basketball loyalty support loyalty club support,Denver,57.67,Monthly,789,316
7510,The Hawks Fan Club,team club game community game fun cheer passion club cheer win game player support passion game win passion cheer club,Atlanta,77.75,Monthly,733,279
7511,The Warriors Fan Club,game lose game player fan cheer team win lose community team fan cheer lose basketball win support fun team fun,San Francisco,10.06,Quarterly,956,130
7512,The Knicks Fan Club,love team club club fun fan loyalty loyalty game basketball lose loyalty fan player loyalty community fan fun cheer win,New York,95.08,Monthly,463,250
7513,The Lakers Fan Club,basketball fan support lose player fun basketball game passion team passion win player support love game community win loyalty passion,Los Angeles,17.87,Monthly,370,98
7514,The Hawks Fan Club,game lose team game team club club love fun team player player fan fun game cheer support team team player,Atlanta,18.8,Yearly,571,63
7515,The Lakers Fan Club,team community cheer player passion player fun player passion cheer love fun community cheer club passion community basketball cheer lose,Los Angeles,70.79,Monthly,517,7
7516,The Bulls Fan Club,lose basketball win win cheer cheer community cheer passion community support support support support game loyalty cheer club fan win,Chicago,47.21,Yearly,843,45
7517,The Knicks Fan Club,community team passion club team passion player club fun win love fun lose loyalty loyalty fun fun win fun club,New York,71.44,Quarterly,730,306
7518,The Knicks Fan Club,support club basketball community fan fun fun fan community passion basketball community fan fan team basketball club cheer fan fan,New York,51.94,Quarterly,866,394
7519,The Bucks Fan Club,game passion love support fan game support win passion loyalty passion loyalty fun basketball basketball love club team club love,Milwaukee,31.38,Quarterly,273,263
7520,The Nuggets Fan Club,support love player win fun team lose support support loyalty club community fun community community loyalty game lose win lose,Denver,70.72,Quarterly,58,122
7521,The Warriors Fan Club,support team team support passion win basketball support win game team win loyalty loyalty community team player passion support love,San Francisco,21.8,Monthly,798,227
7522,The Hawks Fan Club,win fan win lose team club fun basketball loyalty lose support fan passion passion loyalty love fun game fan fun,Atlanta,47.12,Monthly,556,138
7523,The Knicks Fan Club,love loyalty passion passion passion player basketball game passion club lose game basketball support community fun basketball cheer basketball club,New York,71.96,Monthly,946,160
7524,The Knicks Fan Club,lose fun lose community win cheer basketball community win basketball love win player win player fan loyalty loyalty cheer player,New York,22.29,Yearly,658,147
7525,The Hornets Fan Club,fan game game love community community fan community fun loyalty fun love player club game win cheer team community win,Charlotte,74.79,Quarterly,563,374
7526,The Raptors Fan Club,support basketball player passion loyalty lose loyalty player player passion community fan fan team cheer lose passion game cheer player,Toronto,52.55,Yearly,827,102
7527,The Wizards Fan Club,player lose win loyalty support win passion cheer win player basketball basketball basketball fun fun lose loyalty player community lose,Washington D.C.,80.12,Quarterly,517,157
7528,The Clippers Fan Club,game club support loyalty fun win fun win fun basketball team win passion support win lose win passion club love,Los Angeles,69.62,Monthly,158,298
7529,The Nuggets Fan Club,game love cheer love love player passion passion loyalty community team player game club love club passion team lose loyalty,Denver,58.87,Yearly,995,6
7530,The Bucks Fan Club,support loyalty love fun community team loyalty fun loyalty cheer loyalty club cheer love player fan club basketball passion fun,Milwaukee,30.14,Yearly,539,84
7531,The Spurs Fan Club,fan fun cheer passion game player game player team fan cheer cheer passion club community basketball love win community cheer,San Antonio,23.19,Quarterly,64,67
7532,The Hornets Fan Club,win win team win win win team fun win loyalty love cheer passion community basketball player team lose cheer fun,Charlotte,40.81,Quarterly,907,391
7533,The 76ers Fan Club,passion player fun love passion community support fan club community support game loyalty team player lose game fun cheer fun,Philadelphia,78.24,Monthly,369,261
7534,The Heat Fan Club,fan team cheer team fun team love win basketball player basketball win support player fun loyalty club club love love,Miami,52.03,Quarterly,682,248
7535,The Nets Fan Club,fan passion win basketball passion club loyalty lose win passion game player support club lose community cheer lose loyalty cheer,Brooklyn,50.15,Quarterly,577,251
7536,The Mavericks Fan Club,basketball support community basketball game club game game basketball basketball player cheer basketball fun lose community win love community fun,Dallas,86.92,Yearly,842,90
7537,The Raptors Fan Club,basketball basketball cheer support love win team support fun passion game support fun fun club team passion lose community team,Toronto,97.26,Yearly,541,191
7538,The Suns Fan Club,love loyalty win community fun fun loyalty love win love passion team club team basketball cheer lose player fan club,Phoenix,25.84,Quarterly,154,30
7539,The Clippers Fan Club,loyalty love game cheer club love game win player win team win win passion player team community lose player win,Los Angeles,85.18,Quarterly,887,329
7540,The Clippers Fan Club,team team player basketball fan cheer cheer fun loyalty player team lose fan loyalty passion cheer fan win club love,Los Angeles,47.73,Quarterly,558,108
7541,The Clippers Fan Club,fun love fun cheer community club club love win support cheer passion support support team team love fun lose lose,Los Angeles,81.62,Yearly,640,191
7542,The Jazz Fan Club,basketball game basketball passion loyalty fun passion team community club player player cheer player team game loyalty basketball player fan,Salt Lake City,55.19,Monthly,165,70
7543,The Lakers Fan Club,support player cheer basketball game loyalty game fan community game player fan lose loyalty passion support win love player lose,Los Angeles,15.31,Quarterly,840,36
7544,The Jazz Fan Club,community fan love win community game team club cheer love team fan win love fun community passion basketball community love,Salt Lake City,22.03,Yearly,408,188
7545,The Bucks Fan Club,passion basketball game support loyalty game player win lose win win player basketball passion fan fun loyalty love loyalty loyalty,Milwaukee,80.12,Yearly,970,2
7546,The Clippers Fan Club,fun love club community player cheer lose team loyalty win win win lose game basketball club passion team club team,Los Angeles,20.13,Quarterly,882,53
7547,The 76ers Fan Club,love fun fan club lose cheer game game player club team cheer cheer club passion fan team cheer basketball club,Philadelphia,84.21,Monthly,992,263
7548,The Hawks Fan Club,fan cheer player team fan win fan win win fan fan love passion passion club cheer loyalty loyalty loyalty basketball,Atlanta,68.4,Monthly,928,80
7549,The Wizards Fan Club,basketball basketball game love support support support support fun love love basketball fun basketball passion fun player team club team,Washington D.C.,41.64,Quarterly,561,221
